id_person	id_response	StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	Q1.3	Q1.4	Q1.5	Q2.3	Q2.3_3_TEXT	Q2.4	Q2.4_6_TEXT	Q2.5_1	Q2.5_12	Q2.5_2	Q2.5_13	Q2.5_3	Q2.5_4	Q2.5_5	Q2.5_6	Q2.5_7	Q2.5_8	Q2.5_9	Q2.5_11	Q2.5_10	Q2.5_10_TEXT	Q2.6	Q2.7	Q2.7_5_TEXT	Q2.8_1	Q2.8_2	Q2.8_3	Q2.8_4	Q2.8_5	Q2.8_6	Q2.8_7	Q2.8_8	Q2.8_8_TEXT	Q3.1	Q4.1	Q4.2	Q4.3	Q5.1_1	Q5.1_2	Q5.1_3	Q5.1_4	Q5.1_5	Q5.1_6	Q5.2_1	Q5.2_2	Q5.2_3	Q5.2_4	Q5.2_5	Q5.2_6	Q5.2_7	Q5.3_1	Q5.3_2	Q5.3_3	Q5.3_4	Q5.3_5	Q5.3_6	Q5.3_7	Q5.3_8	Q5.4	Q5.5
110	44	2021-06-29T15:58:22Z	2021-06-29T16:12:46Z	IP Address	100	863	TRUE	2021-06-29T16:12:46Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	Windows	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I program in them for work	I know what it is and could explain what it pertains to	I could do it quickly with little or no use of external help	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	To learn skills that will help me get a job or a promotion	NA	Strongly Agree	Somewhat Disagree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Strongly Agree	Strongly Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Agree	Somewhat Agree	Agree	Disagree	Neither Agree nor Disagree	I am hoping to sharpen my skills regarding writing clean, readable code that can be used by collaborators to recreate analyses. I also want to better understand best practices for using Github as a repository for research projects. Basically I want to efficiently share my code and not be embarrassed by it, hah.	I want to be able to more efficiently clean and prepare data for analysis, using easy-to-read code.
111	45	2021-06-29T16:31:37Z	2021-06-29T16:35:00Z	IP Address	100	203	TRUE	2021-06-29T16:35:01Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Virginia Tech	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	macOS	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Clare Clinician	I have installed it, but have only done simple examples with them	I have never heard of the term	I could struggle through, but not confident I could do it	To learn new skills	To refresh or review my skills	NA	To learn skills that I can apply to my work in the future	NA	NA	Agree	Somewhat Disagree	Agree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Agree	Agree	Disagree	Disagree	Somewhat Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Disagree	skills in R	Perform analysis
112	46	2021-06-29T17:10:47Z	2021-06-29T17:32:12Z	IP Address	100	1285	TRUE	2021-06-29T17:32:13Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Research Assistant	Windows	Female	NA	NA	NA	NA	Hispanic or Latino(a) (A person of Spanish-speaking origin or ancestry and/or Latin American origin or ancestry – includes Portuguese and Brazilians.)	NA	NA	NA	NA	NA	Clare Clinician	I have installed it, but have only done simple examples with them	I have never heard of the term	I could struggle through, but not confident I could do it	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Strongly Disagree	Somewhat Agree	Strongly Disagree	Strongly Disagree	Neither Agree nor Disagree	Agree	Strongly Disagree	Strongly Disagree	Somewhat Disagree	Strongly Disagree	Strongly Disagree	Disagree	Strongly Disagree	Neither Agree nor Disagree	I hope to understand the basics of statistical analysis and plotting data that I produce	Understand how to begin to use R enough to do basics, or at least to know what to Google when I inevitably get stuck
113	47	2021-06-29T18:01:54Z	2021-06-29T18:13:22Z	IP Address	100	687	TRUE	2021-06-29T18:13:22Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	Analyst	NA	NA	NA	NA	NA	NA	NA	NA	macOS	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have installed it, but have only done simple examples with them	I have heard of it but don’t remember what it is.	I could struggle through by trial and error with a lot of web searches	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Somewhat Disagree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Disagree	Somewhat Agree	Agree	Somewhat Agree	Somewhat Agree	Agree	Somewhat Disagree	Somewhat Agree	Agree	Somewhat Agree	Somewhat Agree	NA	NA
114	48	2021-06-30T14:36:56Z	2021-06-30T14:53:24Z	IP Address	100	987	TRUE	2021-06-30T14:53:24Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	macOS	Female	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	NA	NA	NA	NA	NA	NA	Clare Clinician	I have heard of them but have never used them before	I have never heard of the term	I wouldn't know where to start	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Neither Agree nor Disagree	Disagree	Disagree	Somewhat Disagree	Disagree	Somewhat Agree	Somewhat Agree	Strongly Disagree	Strongly Disagree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Disagree	Disagree	Disagree	The basics of how to use R	How to use R to make projects more efficient
115	49	2021-06-30T18:05:49Z	2021-06-30T18:13:18Z	IP Address	100	448	TRUE	2021-06-30T18:13:18Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Virginia Tech	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	macOS	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have heard of them but have never used them before	I have never heard of the term	I could struggle through by trial and error with a lot of web searches	To learn new skills	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	As a requirement for my program or current position	Agree	Disagree	Disagree	Disagree	Disagree	Agree	Agree	Disagree	Disagree	Somewhat Agree	Somewhat Agree	Somewhat Disagree	Strongly Agree	Disagree	Somewhat Agree	Learning the fundamentals of R and the code that is most helpful to analyze datasets	Be able to navigate through R
116	50	2021-06-30T18:20:41Z	2021-06-30T18:26:54Z	IP Address	100	373	TRUE	2021-06-30T18:26:55Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Research Assistant	Windows	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Alex Academic	I have written a small program with them before	I have some idea of what it is, but am not too clear	I could struggle through by trial and error with a lot of web searches	NA	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Somewhat Agree	Agree	Agree	Somewhat Agree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Agree	Strongly Agree	Agree	Somewhat Agree	Agree	Strongly Agree	Somewhat Agree	Agree	Beginning help with learning Python and refresher on R	Implement basic programming skills in the datasets I am working on
117	51	2021-09-15T19:50:14Z	2021-09-15T19:57:00Z	IP Address	100	406	TRUE	2021-09-15T19:57:01Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Monday, September 20, 2021: In-Person	NA	Virginia Tech	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	Windows	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have written a small program with them before	I have some idea of what it is, but am not too clear	I could struggle through by trial and error with a lot of web searches	To learn new skills	To refresh or review my skills	NA	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Agree	Strongly Agree	Disagree	Somewhat Agree	Somewhat Disagree	Somewhat Disagree	Somewhat Disagree	Somewhat Agree	Strongly Disagree	Agree	R refresher and basics	, I want to know how to do more than copy and paste. I don’t have programming basics, I just work off of existing code most of the time and need lots of examples
118	52	2021-09-17T17:03:16Z	2021-09-17T17:14:56Z	IP Address	100	699	TRUE	2021-09-17T17:14:56Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Monday, September 20, 2021: Virtual	NA	Other	University of Padova - Italy	NA	NA	NA	PhD	Academic	Analyst	NA	NA	NA	NA	NA	NA	NA	NA	Windows	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Patricia Programmer	I program in them for work	I know what it is and could explain what it pertains to	I could do it quickly with little or no use of external help	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	To learn skills that will help me get a job or a promotion	NA	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Somewhat Agree	Agree	Strongly Agree	Agree	Strongly Agree	Workflows, best-prectices, ways you teach them	A differente poit of view in data management/manipulation/analysis to enrich mine; and improve my teaching skills and experience :-)
119	53	2021-09-20T16:54:26Z	2021-09-20T17:02:37Z	IP Address	100	491	TRUE	2021-09-20T17:02:37Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Monday, September 20, 2021: Virtual	NA	Other	NA	NA	NA	NA	NA	NA	Analyst	NA	NA	NA	NA	NA	NA	NA	NA	Windows	Male	NA	NA	NA	NA	Hispanic or Latino(a) (A person of Spanish-speaking origin or ancestry and/or Latin American origin or ancestry – includes Portuguese and Brazilians.)	NA	NA	NA	NA	NA	Patricia Programmer	I program in them for work	I have some idea of what it is, but am not too clear	I could struggle through by trial and error with a lot of web searches	To learn new skills	NA	To learn skills that I can apply to my current work	NA	NA	As a requirement for my program or current position	Strongly Agree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Neither Agree nor Disagree	Data analysis and statistical analysis for healthcare applications	Statistics, improve my coding abilities in R and Python.
120	54	2021-09-20T17:06:07Z	2021-09-20T17:09:17Z	IP Address	100	190	TRUE	2021-09-20T17:09:18Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Monday, September 20, 2021: Virtual	NA	Virginia Tech	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	macOS	Male	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have installed it, but have only done simple examples with them	I have never heard of the term	I could struggle through, but not confident I could do it	NA	NA	To learn skills that I can apply to my current work	NA	NA	NA	Strongly Agree	Disagree	Agree	Somewhat Agree	Disagree	Agree	Agree	Agree	Somewhat Agree	Somewhat Agree	Agree	Agree	Agree	Somewhat Agree	Somewhat Agree	NA	NA
121	55	2021-09-20T17:14:54Z	2021-09-20T17:33:04Z	IP Address	100	1089	TRUE	2021-09-20T17:33:05Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Monday, September 20, 2021: Virtual	Monday sep 27 (I also attended last week)	Other	McGill University	NA	NA	NA	NA	Academic	Analyst	NA	NA	NA	NA	NA	NA	Other, please describe	Researcher	macOS	Prefer to self describe	Woman, non-binary	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Clare Clinician	I have installed it, but have only done simple examples with them	I have some idea of what it is, but am not too clear	I wouldn't know where to start	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	To learn skills that will help me get a job or a promotion	NA	Neither Agree nor Disagree	Strongly Disagree	Strongly Agree	Somewhat Agree	Disagree	Strongly Agree	Strongly Agree	Somewhat Agree	Strongly Disagree	Agree	Agree	Disagree	Somewhat Agree	Strongly Disagree	Strongly Disagree	Basic skills in R and a good workflow, a stronger sense of what actions with data are available and appropriate, not feel like a deer in the headlights when accessing a new data set	import data into R, explore data without compromising anything important, know some basic things to do with a data set
122	56	2021-09-20T18:04:08Z	2021-09-20T18:10:42Z	IP Address	100	394	TRUE	2021-09-20T18:10:42Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Monday, September 20, 2021: Virtual	NA	NA	NA	DO/MD	NA	NA	NA	Academic	NA	NA	NA	NA	NA	NA	NA	NA	NA	Linux	Male	NA	NA	NA	Black or African American (Having origins in any of the Black racial groups of Africa – includes Caribbean Islanders and others of African origin.)	NA	NA	NA	NA	NA	NA	Alex Academic	I have small side projects that I program in it	I know what it is and could explain what it pertains to	I could do it quickly with little or no use of external help	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Somewhat Agree	Agree	Agree	Agree	Somewhat Agree	Agree	NA	NA
123	57	2021-09-20T18:08:25Z	2021-09-20T18:27:43Z	IP Address	100	1157	TRUE	2021-09-20T18:27:43Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Monday, September 20, 2021: Virtual	NA	Other	UTSW	NA	NA	NA	NA	NA	NA	NA	Student (MD/DO)	NA	NA	NA	NA	NA	NA	macOS	Female	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	NA	NA	NA	NA	NA	NA	Samir Student	I have written a small program with them before	I have heard of it but don’t remember what it is.	I could struggle through by trial and error with a lot of web searches	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Agree	Agree	Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Somewhat Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Best practices	best practices in tidying data, interpretation and communicating to other researchers
124	58	2021-09-22T16:45:37Z	2021-09-22T17:01:21Z	IP Address	100	944	TRUE	2021-09-22T17:01:21Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Wednesday, September 22, 2021: In-Person	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	PhD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	macOS	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Alex Academic	I have installed it, but have only done simple examples with them	I have some idea of what it is, but am not too clear	I could struggle through by trial and error with a lot of web searches	NA	NA	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Disagree	Somewhat Agree	Somewhat Agree	Somewhat Disagree	Agree	Strongly Agree	Somewhat Agree	Somewhat Agree	Agree	Agree	Somewhat Agree	Somewhat Agree	Disagree	Somewhat Agree	An understanding of R and Python that go beyond just a broad strokes introduction and are readily applicable to actual data collected from a research study	How to handle messy data in tidyverse, especially with really large datasets; how to work with data that require multiple dataframes or tibbles to do the actual analysis (like time series data where one variable might have multiple measurements but other variables don't)
125	59	2021-09-22T18:03:29Z	2021-09-22T18:08:08Z	IP Address	100	279	TRUE	2021-09-22T18:08:09Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Wednesday, September 22, 2021: In-Person	NA	Fralin Biomedical Research Institute at VTC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Undergraduate)	NA	NA	NA	Windows	Female	NA	NA	NA	NA	NA	NA	White (Having origins in any of the original peoples of Europe, the Middle East, or North Africa.)	NA	NA	NA	Samir Student	I have installed it, but have only done simple examples with them	I have some idea of what it is, but am not too clear	I could struggle through by trial and error with a lot of web searches	NA	NA	To learn skills that I can apply to my current work	NA	NA	NA	Strongly Agree	Somewhat Agree	Somewhat Agree	Agree	Somewhat Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Somewhat Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Somewhat Agree	How to perform basic python operations	coding in basic python
126	61	2021-09-23T16:51:47Z	2021-09-23T17:08:55Z	IP Address	100	1027	TRUE	2021-09-23T17:08:55Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Tuesday, June 29, 2021	NA	VCOM-Virginia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	Windows	Female	NA	NA	NA	Black or African American (Having origins in any of the Black racial groups of Africa – includes Caribbean Islanders and others of African origin.)	NA	NA	NA	NA	NA	NA	Patricia Programmer	I have heard of them but have never used them before	I have some idea of what it is, but am not too clear	I could do it quickly with little or no use of external help	To learn new skills	NA	NA	NA	NA	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Disagree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	How to use R and Phyton for Data Analytic	Be able to put the learning into practice
127	62	2021-09-27T14:23:15Z	2021-09-27T14:29:52Z	IP Address	100	397	TRUE	2021-09-27T14:29:52Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	Monday, September 27	Other	University of Pennsylvania	NA	NA	NA	PhD	Academic	NA	NA	NA	NA	NA	NA	NA	NA	NA	macOS	Female	NA	NA	NA	NA	Hispanic or Latino(a) (A person of Spanish-speaking origin or ancestry and/or Latin American origin or ancestry – includes Portuguese and Brazilians.)	NA	NA	NA	NA	NA	Patricia Programmer	I program in them for work	I know what it is and could explain what it pertains to	I could do it quickly with little or no use of external help	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Disagree	Somewhat Agree	More advanced/refined approaches to statistical tests in R within a medical context	Feel comfortable with the tidymodels framework
128	63	2021-09-27T17:17:46Z	2021-09-27T17:23:40Z	IP Address	100	353	TRUE	2021-09-27T17:23:40Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	Wednesday 27th September, 2021: Virtual	Other	NA	NA	NA	NA	PhD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	macOS	Male	NA	NA	NA	NA	NA	NA	NA	I prefer not to say.	NA	NA	Samir Student	I program in them for work	I have some idea of what it is, but am not too clear	I could struggle through, but not confident I could do it	NA	To refresh or review my skills	NA	NA	NA	NA	Strongly Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Agree	Agree	Somewhat Agree	Somewhat Agree	Agree	Agree	Somewhat Disagree	Somewhat Agree	Disagree	Disagree	More efficient coding in R to wrangle data	Be more proficient in manipulating my data
129	64	2021-09-27T17:29:19Z	2021-09-27T17:36:41Z	IP Address	100	441	TRUE	2021-09-27T17:36:41Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	9/27/201	Other	Michigan	NA	NA	NA	NA	NA	NA	NA	NA	NA	Student (Graduate)	NA	NA	NA	NA	Windows	Male	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	NA	NA	NA	NA	NA	NA	Samir Student	I have written a small program with them before	I know what it is and could explain what it pertains to	I could do it quickly with little or no use of external help	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	NA	NA	NA	Strongly Agree	Neither Agree nor Disagree	Somewhat Agree	Neither Agree nor Disagree	Somewhat Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree	Somewhat Disagree	Somewhat Agree	Learn more about how to build predictive models in R. I am interested in tidymodels and other related packages.	Build models, compare model performance across various models
130	67	2021-09-27T18:09:07Z	2021-09-27T21:09:56Z	IP Address	100	10849	TRUE	2021-09-27T21:09:56Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Other	Monday, September 27, 2021	Other	University of the West Indies	DO/MD	NA	NA	NA	Academic	NA	NA	NA	NA	NA	NA	NA	NA	NA	Windows	Male	NA	NA	NA	Black or African American (Having origins in any of the Black racial groups of Africa – includes Caribbean Islanders and others of African origin.)	NA	NA	NA	NA	NA	NA	Alex Academic	I have written a small program with them before	I know what it is and could explain what it pertains to	I could do it quickly with little or no use of external help	To learn new skills	To refresh or review my skills	To learn skills that I can apply to my current work	To learn skills that I can apply to my work in the future	NA	NA	Agree	Somewhat Agree	Agree	Somewhat Agree	Somewhat Agree	Agree	Strongly Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Somewhat Agree	Agree	Agree	Neither Agree nor Disagree	Somewhat Agree	increase my ability to explore data, understand ut and prepare it for more detailed analysis.	Prepare for detailed analysis such as various machine learning algorithms and choose the best model
131	68	2021-09-20T18:02:59Z	2021-09-21T12:45:39Z	IP Address	77	67359	FALSE	2021-10-18T01:22:55Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Monday, September 20, 2021: Virtual	NA	Other	NA	NA	NA	NA	PhD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	macOS	Female	NA	NA	Asian (Having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, Indonesia, the Philippine Islands, Thailand, and Vietnam.)	NA	NA	NA	NA	NA	NA	NA	Samir Student	I have installed it, but have only done simple examples with them	I have heard of it but don’t remember what it is.	I could struggle through by trial and error with a lot of web searches	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
132	70	2021-09-20T17:20:54Z	2021-09-20T19:00:28Z	IP Address	77	5973	FALSE	2021-10-18T01:22:59Z	Yes. I am 18 years of age or older.	Yes. I have read the consent form and this response will serve as my consent to participate in the research study.	NA	Monday, September 20, 2021: Virtual	NA	Other	Bayero University Kano	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Other, please describe	Physician scientist/ Lecturer	Windows	Male	NA	NA	NA	Black or African American (Having origins in any of the Black racial groups of Africa – includes Caribbean Islanders and others of African origin.)	NA	NA	NA	NA	NA	NA	Alex Academic	I do not know what those are	I have never heard of the term	I wouldn't know where to start	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
